,support,itemsets,support_pct
555793,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q129_Alter'})",100.0
555794,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q129_Bundesländer.2'})",100.0
555819,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q9_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555821,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",100.0
555822,1.0,"frozenset({'Q29_Personen im Haushalt.3', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555823,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555824,1.0,"frozenset({'Q29_Nutzung quad Newsletter', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555825,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555826,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",100.0
555827,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555828,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",100.0
555829,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",100.0
555830,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555831,1.0,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555832,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",100.0
555833,1.0,"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555834,1.0,"frozenset({'Q98_Haushaltstypologie.4', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555835,1.0,"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555836,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555837,1.0,"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555838,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q99_Gesetzliche Krankenkasse.2', 'Q102_Dauer der Kundenbeziehung.5'})",100.0
555839,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q99_Vergleich Kassensysteme.1'})",100.0
555840,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555841,1.0,"frozenset({'Q70_61.777600178356806', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555820,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q9_Kunden-begeisterung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555818,1.0,"frozenset({'Q133_Bildungsstatus', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555795,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q128_Bundesländer.11'})",100.0
555817,1.0,"frozenset({'Q133_BKK (Fortsetzung).13', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555796,1.0,"frozenset({'Q128_Schnäppchen-Jäger', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555797,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q128_Guter Ruf.1', 'Q102_Dauer der Kundenbeziehung.5'})",100.0
555798,1.0,"frozenset({'Q100_Anpassung Zusatzbeitrag.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555799,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q100_Bundesländer.1'})",100.0
555800,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q100_BKK (Fortsetzung).17', 'Q102_Dauer der Kundenbeziehung.5'})",100.0
555801,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q114_Arbeitswochenstunden.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555802,1.0,"frozenset({'Q114_Bundesländer.14', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555803,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q114_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555804,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Video-/Onlineberatung'})",100.0
555805,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Kontaktaufn.: Videotelefonie'})",100.0
555806,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Wahltarif'})",100.0
555807,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q131_Bildungsstatus.2'})",100.0
555808,1.0,"frozenset({'Q131_Berufstätigkeit des Befragten.3', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555809,1.0,"frozenset({'Q131_Haushaltsnettoeinkommen in Euro', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555810,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q130_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555811,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Berufstätigkeit des Befragten.3'})",100.0
555812,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Alter'})",100.0
555813,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nielsengebiete'})",100.0
555814,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Verhältnis zu sozialen Medien.2'})",100.0
555815,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nutzung Payback'})",100.0
555816,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q133_Kontaktaufn.: Kontaktformular Website'})",100.0
555540,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q131_Bildungsstatus.2'})",100.0
555538,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Kontaktaufn.: Videotelefonie'})",100.0
555945,1.0,"frozenset({'Q102_Geschlecht.1', 'Q77_20.967204025320665', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555271,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Verhältnis zu sozialen Medien.2'})",100.0
555261,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Video-/Onlineberatung'})",100.0
555262,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Kontaktaufn.: Videotelefonie'})",100.0
555263,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Wahltarif'})",100.0
555264,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q131_Bildungsstatus.2'})",100.0
555265,1.0,"frozenset({'Q131_Berufstätigkeit des Befragten.3', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555266,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q131_Haushaltsnettoeinkommen in Euro'})",100.0
555267,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q130_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555268,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Berufstätigkeit des Befragten.3'})",100.0
555269,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Alter'})",100.0
555270,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nielsengebiete'})",100.0
555272,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nutzung Payback'})",100.0
555284,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555273,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q133_Kontaktaufn.: Kontaktformular Website'})",100.0
555274,1.0,"frozenset({'Q133_BKK (Fortsetzung).13', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555275,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q133_Bildungsstatus', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555276,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q9_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555277,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q9_Kunden-begeisterung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555278,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",100.0
555279,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555280,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555281,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q29_Nutzung quad Newsletter', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555282,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555260,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q114_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555259,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q114_Bundesländer.14', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555258,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q114_Arbeitswochenstunden.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555257,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q100_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555236,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q116_Wohnsituation', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555237,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q117_Anzahl Endgeräte für Internetnutzung.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555238,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q117_Anzahl Endgeräte für Internetnutzung.3', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555239,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q117_BKK.2'})",100.0
555240,1.0,"frozenset({'Q22_Verhältnis zu sozialen Medien.2', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555241,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q22_Digitalisierung ist eher positiv als negativ.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555242,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q22_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555243,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q115_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555244,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q115_Bildungsstatus', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555245,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q115_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555246,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Arbeitswochenstunden.3'})",100.0
555247,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q101_Beruf.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555248,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Haushaltstypologie.1'})",100.0
555249,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q129_Personen im Haushalt.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555250,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q129_Alter', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555251,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q129_Bundesländer.2'})",100.0
555252,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q128_Bundesländer.11'})",100.0
555253,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q128_Schnäppchen-Jäger', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555254,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q128_Guter Ruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555255,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q100_Anpassung Zusatzbeitrag.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555256,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q100_Bundesländer.1'})",100.0
555283,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",100.0
555285,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",100.0
555234,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q116_Alter.1'})",100.0
555322,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555312,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",100.0
555313,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q62_Beruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555314,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_Bundesländer.5'})",100.0
555315,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q77_20.967204025320665', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555316,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q77_48.75560286184606', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555317,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555318,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555319,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q88_Nutzung Smartphone.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555320,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q88_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555321,1.0,"frozenset({'Q23_Nielsengebiete.1', 'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555323,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555286,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",100.0
555324,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555325,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555326,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops'})",100.0
555327,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1', 'Q116_Alter.1'})",100.0
555328,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q116_Arbeitswochenstunden', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555329,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q116_Wohnsituation', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555330,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q117_Anzahl Endgeräte für Internetnutzung.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555331,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q117_Anzahl Endgeräte für Internetnutzung.3', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555332,1.0,"frozenset({'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1', 'Q117_BKK.2'})",100.0
555333,1.0,"frozenset({'Q22_Verhältnis zu sozialen Medien.2', 'Q27_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555311,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",100.0
555310,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555309,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q76_94.55611866412475', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555308,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555287,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555288,1.0,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555289,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",100.0
555290,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q28_Berufstätigkeit des Befragten.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555291,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q98_Haushaltstypologie.4'})",100.0
555292,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555293,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555294,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q99_Zuf. Aktive Betreuung.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555295,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555296,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q99_Vergleich Kassensysteme.1'})",100.0
555297,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555298,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q70_61.777600178356806', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555299,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",100.0
555300,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q58_Reklamationszufriedenheit'})",100.0
555301,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555302,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bevorzugung von nachhaltigen Produkten', 'Q58_Nutzung quad Video-/Onlineberatung'})",100.0
555303,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",100.0
555304,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q59_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555305,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q59_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555306,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555307,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",100.0
555235,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q116_Arbeitswochenstunden', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555233,1.0,"frozenset({'Q27_Bevorzugung von nachhaltigen Produkten', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555537,1.0,"frozenset({'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Video-/Onlineberatung'})",100.0
555169,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q21_Nutzung quad Wahltarif'})",100.0
555159,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q128_Schnäppchen-Jäger', 'Q27_Bundesländer.11'})",100.0
555160,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q128_Guter Ruf.1', 'Q27_Bundesländer.11'})",100.0
555161,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q100_Anpassung Zusatzbeitrag.1', 'Q27_Bundesländer.11'})",100.0
555162,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q100_Bundesländer.1'})",100.0
555163,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q100_BKK (Fortsetzung).17', 'Q27_Bundesländer.11'})",100.0
555164,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q114_Arbeitswochenstunden.2', 'Q27_Bundesländer.11'})",100.0
555165,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q114_Bundesländer.14', 'Q27_Bundesländer.11'})",100.0
555166,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q114_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q27_Bundesländer.11'})",100.0
555167,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q27_Bundesländer.11', 'Q21_Nutzung quad Video-/Onlineberatung'})",100.0
